"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-10","5.37",",,W",,,,,,,,,,,,,"54",",,W","32",",,W",,,"  240",",,W","  240",",,W","21.9",",,W","28.0",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-11","11.18",",,W",,,,,,,,,,,,,"44",",,W","29",",,W",,,"  230",",,W","  230",",,W","42.9",",,W","53.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-12","12.30",",,W",,,,,,,,,,,,,"41",",,W","27",",,W",,,"  100",",,W","  120",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-13","16.78",",,W",,,,,,,,,,,,,"46",",,W","30",",,W",,,"  240",",,W","  240",",,W","30.0",",,W","38.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-14","8.95",",,W",,,,,,,,,,,,,"43",",,W","29",",,W",,,"  100",",,W","  120",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-15","11.18",",,W",,,,,,,,,,,,,"49",",,W","39",",,W",,,"  140",",,W","  130",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-16","11.86",",,W",,,,,,,,,,,,,"47",",,W","35",",,W",,,"  250",",,W","  260",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-17","10.51",",,W",,,,,,,,,,,,,"45",",,W","30",",,W",,,"  230",",,W","  240",",,W","30.0",",,W","38.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-18","8.50",",,W",,,,,,,,,,,,,"40",",,W","27",",,W",,,"  270",",,W","  290",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-19","11.18",",,W",,,,,,,,,,,,,"40",",,W","26",",,W",,,"  250",",,W","  250",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-20","14.54",",,W",,,,,,,,,,,,,"41",",,W","31",",,W",,,"  250",",,W","  200",",,W","25.1",",,W","36.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-21","5.82",",,W",,,"0.65",",,W",,,,,,,,,"35",",,W","31",",,W",,,"  240",",,W","  240",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-22","9.17",",,W",,,"0.17",",,W",,,,,,,,,"40",",,W","29",",,W",,,"  250",",,W","  240",",,W","25.9",",,W","32.0",",,W","    1",",,W","    1",",,W",,,"    1",",,W",,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-23","3.36",",,W",,,"0.07",",,W",,,,,,,,,"37",",,W","30",",,W",,,"   90",",,W","   90",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-24","3.80",",,W",,,"0.00",",,W",,,,,,,,,"50",",,W","33",",,W",,,"  110",",,W","  100",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-25","3.13",",,W",,,"0.06",",,W",,,,,,,,,"55",",,W","32",",,W",,,"  280",",,W","  280",",,W","15.0",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-26","9.40",",,W",,,"0.78",",,W",,,,,,,,,"48",",,W","34",",,W",,,"  250",",,W","  240",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-27","9.62",",,W",,,"0.03",",,W",,,,,,,,,"53",",,W","34",",,W",,,"  150",",,W","  150",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-28","9.40",",,W",,,"0.30",",,W",,,,,,,,,"50",",,W","36",",,W",,,"  250",",,W","  230",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-29","12.08",",,W",,,"0.29",",,W",,,,,,,,,"50",",,W","38",",,W",,,"  180",",,W","  180",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-30","10.96",",,W",,,"0.76",",,W",,,,,,,,,"48",",,W","39",",,W",,,"  270",",,W","  280",",,W","25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-03-31","14.54",",,W",,,"0.18",",,W",,,,,,,,,"65",",,W","36",",,W",,,"  250",",,W","  250",",,W","35.1",",,W","42.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-01","16.78",",,W",,,"0.12",",,W",,,,,,,,,"45",",,W","32",",,W",,,"  230",",,W","  240",",,W","35.1",",,W","42.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-02","8.28",",,W",,,"0.00",",,W",,,,,,,,,"50",",,W","31",",,W",,,"   90",",,W","  100",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-03","13.87",",,W",,,"0.00",",,W",,,,,,,,,"62",",,W","35",",,W",,,"   90",",,W","   90",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-04","10.96",",,W",,,"0.25",",,W",,,,,,,,,"41",",,W","30",",,W",,,"  230",",,W","  250",",,W","19.9",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-05","2.91",",,W",,,"0.04",",,W",,,,,,,,,"41",",,W","29",",,W",,,"  100",",,W","   60",",,W","10.1",",,W","28.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-06","8.05",",,W",,,"0.09",",,W",,,,,,,,,"43",",,W","28",",,W",,,"  270",",,W","  270",",,W","16.1",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-07","8.28",",,W",,,"0.00",",,W",,,,,,,,,"51",",,W","30",",,W",,,"   70",",,W",,,"18.1",",,W",,,,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-08","8.50",",,W",,,"0.00",",,W",,,,,,,,,"64",",,W","33",",,W",,,"  100",",,W","   90",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-09","5.37",",,W",,,"0.00",",,W",,,,,,,,,"64",",,W","43",",,W",,,"  100",",,W","  100",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-10","7.83",",,W",,,"0.00",",,W",,,,,,,,,"69",",,W","44",",,W",,,"   90",",,W","   90",",,W","18.1",",,W","21.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-11","6.26",",,W",,,"0.09",",,W",,,,,,,,,"61",",,W","37",",,W",,,"  260",",,W","  250",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-12","4.25",",,W",,,"0.13",",,W",,,,,,,,,"55",",,W","34",",,W",,,"  230",",,W","  230",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-13","4.25",",,W",,,"0.00",",,W",,,,,,,,,"57",",,W","34",",,W",,,"  130",",,W","  100",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-14","8.28",",,W",,,"0.00",",,W",,,,,,,,,"57",",,W","29",",,W",,,"  250",",,W","  240",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-15","9.17",",,W",,,"0.00",",,W",,,,,,,,,"55",",,W","37",",,W",,,"  260",",,W","  260",",,W","18.1",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-16","10.51",",,W",,,"0.24",",,W",,,,,,,,,"49",",,W","38",",,W",,,"  230",",,W","  240",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-17","7.83",",,W",,,"0.10",",,W",,,,,,,,,"54",",,W","33",",,W",,,"  280",",,W","  280",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-18","4.70",",,W",,,"0.18",",,W",,,,,,,,,"54",",,W","39",",,W",,,"  260",",,W","  270",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-19","4.25",",,W",,,"0.12",",,W",,,,,,,,,"54",",,W","34",",,W",,,"  230",",,W","  230",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-20","8.50",",,W",,,"0.01",",,W",,,,,,,,,"58",",,W","49",",,W",,,"  240",",,W","  330",",,W","23.9",",,W","35.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-21","3.58",",,W",,,"0.00",",,W",,,,,,,,,"67",",,W","47",",,W",,,"  100",",,W","  220",",,W","12.1",",,W","16.1",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-22","7.83",",,W",,,"0.06",",,W",,,,,,,,,"81",",,W","51",",,W",,,"  110",",,W","  110",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-23","4.47",",,W",,,"0.18",",,W",,,,,,,,,"77",",,W","52",",,W",,,"  240",",,W","  250",",,W","44.1",",,W","55.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-24","9.62",",,W",,,"0.00","T,,W",,,,,,,,,"69",",,W","53",",,W",,,"  250",",,W","  230",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-25","6.71",",,W",,,"0.00","T,,W",,,,,,,,,"71",",,W","47",",,W",,,"  120",",,W",,,"12.1",",,W",,,,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-26","14.76",",,W",,,"0.60",",,W",,,,,,,,,"54",",,W","39",",,W",,,"  250",",,W","  250",",,W","29.1",",,W","40.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-27","12.08",",,W",,,"0.01",",,W",,,,,,,,,"50",",,W","35",",,W",,,"  240",",,W","  250",",,W","28.0",",,W","33.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-28","2.01",",,W",,,"0.00",",,W",,,,,,,,,"55",",,W","34",",,W",,,"  270",",,W","  290",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-29","2.91",",,W",,,"0.00",",,W",,,,,,,,,"62",",,W","36",",,W",,,"  220",",,W","  220",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-04-30","15.66",",,W",,,"0.39",",,W",,,,,,,,,"58",",,W","40",",,W",,,"  230",",,W","  250",",,W","32.0",",,W","40.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-01","11.41",",,W",,,"0.00",",,W",,,,,,,,,"51",",,W","34",",,W",,,"  240",",,W","  250",",,W","25.1",",,W","35.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-02","10.29",",,W",,,"0.04",",,W",,,,,,,,,"51",",,W","33",",,W",,,"  230",",,W","  230",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-03","8.28",",,W",,,"0.37",",,W",,,,,,,,,"54",",,W","41",",,W",,,"  210",",,W","  210",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-04","11.41",",,W",,,"0.00","T,,W",,,,,,,,,"48",",,W","37",",,W",,,"  230",",,W","  220",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-05","10.51",",,W",,,"0.00",",,W",,,,,,,,,"50",",,W","34",",,W",,,"  240",",,W","  250",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-06","2.91",",,W",,,"0.00",",,W",,,,,,,,,"58",",,W","32",",,W",,,"   60",",,W","   20",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-07","2.91",",,W",,,"0.00",",,W",,,,,,,,,"66",",,W","32",",,W",,,"   90",",,W","  150",",,W","14.1",",,W","19.9",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-08","4.25",",,W",,,"0.00",",,W",,,,,,,,,"73",",,W","42",",,W",,,"   80",",,W","  150",",,W","21.0",",,W","35.1",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-09","15.43",",,W",,,"0.00",",,W",,,,,,,,,"59",",,W","40",",,W",,,"  240",",,W","  260",",,W","29.1",",,W","36.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-10","7.83",",,W",,,"0.00",",,W",,,,,,,,,"51",",,W","32",",,W",,,"  240",",,W","  240",",,W","17.0",",,W","23.0",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-11","1.79",",,W",,,"0.00",",,W",,,,,,,,,"60",",,W","27",",,W",,,"  290",",,W","  290",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-12","2.01",",,W",,,"0.00",",,W",,,,,,,,,"68",",,W","30",",,W",,,"  100",",,W","  100",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-13","3.58",",,W",,,"0.00",",,W",,,,,,,,,"78",",,W","40",",,W",,,"   90",",,W","   90",",,W","15.0",",,W","18.1",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-14","5.82",",,W",,,"0.00",",,W",,,,,,,,,"85",",,W","48",",,W",,,"  100",",,W","  100",",,W","19.9",",,W","23.9",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-15","3.58",",,W",,,"0.00",",,W",,,,,,,,,"82",",,W","45",",,W",,,"  280",",,W","  300",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-16","9.84",",,W",,,"0.00",",,W",,,,,,,,,"72",",,W","49",",,W",,,"  280",",,W","  260",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-17","9.62",",,W",,,"0.00",",,W",,,,,,,,,"62",",,W","44",",,W",,,"  230",",,W","  270",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-18","8.05",",,W",,,"0.00",",,W",,,,,,,,,"60",",,W","37",",,W",,,"  260",",,W","  260",",,W","18.1",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-19","2.68",",,W",,,"0.00",",,W",,,,,,,,,"65",",,W","35",",,W",,,"  250",",,W","  300",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-20","5.37",",,W",,,"0.02",",,W",,,,,,,,,"69",",,W","45",",,W",,,"  270",",,W","   40",",,W","13.0",",,W","25.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-21","8.28",",,W",,,"0.17",",,W",,,,,,,,,"70",",,W","50",",,W",,,"  280",",,W","  260",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-22","15.43",",,W",,,"0.02",",,W",,,,,,,,,"56",",,W","42",",,W",,,"  240",",,W","  240",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-23","14.99",",,W",,,"0.04",",,W",,,,,,,,,"56",",,W","41",",,W",,,"  250",",,W","  250",",,W","25.1",",,W","35.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-24","6.26",",,W",,,"0.00","T,,W",,,,,,,,,"58",",,W","39",",,W",,,"   40",",,W","   40",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-25","11.63",",,W",,,"0.00",",,W",,,,,,,,,"65",",,W","42",",,W",,,"   60",",,W","   80",",,W","23.9",",,W","33.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-26","6.71",",,W",,,"0.00",",,W",,,,,,,,,"60",",,W","44",",,W",,,"   60",",,W","   50",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-27","7.61",",,W",,,"0.00",",,W",,,,,,,,,"66",",,W","42",",,W",,,"  260",",,W","  270",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-28","4.47",",,W",,,"0.06",",,W",,,,,,,,,"66",",,W","40",",,W",,,"  220",",,W","  230",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-29","6.93",",,W",,,"0.47",",,W",,,,,,,,,"57",",,W","44",",,W",,,"  230",",,W","  240",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-30","5.37",",,W",,,"0.00",",,W",,,,,,,,,"64",",,W","45",",,W",,,"  240",",,W","  260",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-05-31","6.49",",,W",,,"0.04",",,W",,,,,,,,,"62",",,W","47",",,W",,,"  240",",,W","  210",",,W","18.1",",,W","31.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-01","5.37",",,W",,,"0.01",",,W",,,,,,,,,"76",",,W","55",",,W",,,"  240",",,W","   60",",,W","17.0",",,W","32.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-02","9.17",",,W",,,"0.28",",,W",,,,,,,,,"65",",,W","50",",,W",,,"  260",",,W","  210",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-03","3.80",",,W",,,"0.01",",,W",,,,,,,,,"63",",,W","51",",,W",,,"   20",",,W","  340",",,W","23.9",",,W","38.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-04","6.49",",,W",,,"0.42",",,W",,,,,,,,,"72",",,W","49",",,W",,,"  230",",,W","  220",",,W","35.1",",,W","45.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-05","12.97",",,W",,,"0.09",",,W",,,,,,,,,"50",",,W","43",",,W",,,"  250",",,W","  260",",,W","25.1",",,W","33.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-06","14.54",",,W",,,"0.00","T,,W",,,,,,,,,"56",",,W","40",",,W",,,"  230",",,W","  230",",,W","30.0",",,W","36.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-07","7.16",",,W",,,"0.27",",,W",,,,,,,,,"62",",,W","38",",,W",,,"  120",",,W",,,"19.9",",,W",,,"    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-08","7.38",",,W",,,"0.04",",,W",,,,,,,,,"57",",,W","41",",,W",,,"  230",",,W","  250",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-09","14.76",",,W",,,"0.05",",,W",,,,,,,,,"48",",,W","38",",,W",,,"  240",",,W","  250",",,W","28.0",",,W","33.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-10","11.63",",,W",,,"0.01",",,W",,,,,,,,,"63",",,W","43",",,W",,,"  250",",,W","  250",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2012-06-11","5.59",",,W",,,"0.00",",,W",,,,,,,,,"74",",,W","47",",,W",,,"  120",",,W","  180",",,W","16.1",",,W","30.0",",,W",,,,,,,,,,
