"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-01","6.04",",,W"," 0731",",,W","0.00","T,,W",,,,,,,,,"30",",,W","27",",,W",,,"  260",",,W","  260",",,W","17.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-02","4.92",",,W"," 2349",",,W","0.00",",,W",,,,,,,,,"30",",,W","18",",,W",,,"  100",",,W","  100",",,W","14.1",",,W","17.0",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-03","14.32",",,W"," 1056",",,W","0.00",",,W",,,,,,,,,"30",",,W","21",",,W",,,"  100",",,W","  100",",,W","21.0",",,W","23.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-04","11.86",",,W"," 1008",",,W","0.01",",,W",,,,,,,,,"36",",,W","25",",,W",,,"  110",",,W","  100",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-05","6.71",",,W"," 2302",",,W","0.02",",,W",,,,,,,,,"35",",,W","27",",,W",,,"  100",",,W","  100",",,W","16.1",",,W","18.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-06","12.30",",,W"," 2358",",,W","0.00",",,W",,,,,,,,,"40",",,W","31",",,W",,,"  100",",,W","  100",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-07","14.54",",,W"," 2358",",,W","0.00",",,W",,,,,,,,,"41",",,W","34",",,W",,,"  100",",,W","  100",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-08","14.76",",,W"," 0909",",,W","0.00",",,W",,,,,,,,,"43",",,W","35",",,W",,,"   90",",,W","   90",",,W","23.9",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-09","10.07",",,W"," 0701",",,W","0.07",",,W",,,,,,,,,"42",",,W","34",",,W",,,"   80",",,W","   90",",,W","21.9",",,W","25.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-10","6.93",",,W"," 0920",",,W","0.13",",,W",,,,,,,,,"40",",,W","36",",,W",,,"  100",",,W","  100",",,W","19.9",",,W","21.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-11","10.96",",,W"," 1545",",,W","0.02",",,W",,,,,,,,,"43",",,W","34",",,W",,,"  150",",,W","  140",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-12","12.30",",,W"," 0335",",,W","0.09",",,W",,,,,,,,,"45",",,W","35",",,W",,,"  250",",,W","  220",",,W","25.9",",,W","32.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-13","22.15",",,W"," 0758",",,W","0.37",",,W",,,,,,,,,"49",",,W","37",",,W",,,"  240",",,W","  240",",,W","38.9",",,W","52.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-14","14.09",",,W"," 2339",",,W","0.45",",,W",,,,,,,,,"52",",,W","36",",,W",,,"  270",",,W","  280",",,W","38.9",",,W","53.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-15","26.62",",,W"," 0545",",,W","0.00",",,W",,,,,,,,,"47",",,W","29",",,W",,,"  240",",,W","  240",",,W","40.0",",,W","52.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-16","9.84",",,W"," 0022",",,W","0.00",",,W",,,,,,,,,"35",",,W","23",",,W",,,"  250",",,W","  260",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-17","5.37",",,W"," 0311",",,W","0.00",",,W",,,,,,,,,"34",",,W","18",",,W",,,"  100",",,W","  100",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-18","10.51",",,W"," 2359",",,W","0.00",",,W",,,,,,,,,"33",",,W","19",",,W",,,"   90",",,W","  100",",,W","18.1",",,W","21.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-19","10.29",",,W"," 0025",",,W","0.00",",,W",,,,,,,,,"37",",,W","24",",,W",,,"  100",",,W","   90",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-20","11.18",",,W"," 2358",",,W","0.00",",,W",,,,,,,,,"39",",,W","27",",,W",,,"  100",",,W","  100",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-21","8.72",",,W"," 0006",",,W","0.05",",,W",,,,,,,,,"37",",,W","27",",,W",,,"  100",",,W","   90",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-22","6.49",",,W"," 2353",",,W","0.01",",,W",,,,,,,,,"30",",,W","25",",,W",,,"  100",",,W","  100",",,W","16.1",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-23","12.08",",,W"," 0111",",,W","0.05",",,W",,,,,,,,,"39",",,W","28",",,W",,,"  100",",,W","  100",",,W","25.9",",,W","31.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-24","14.54",",,W"," 2203",",,W","0.01",",,W",,,,,,,,,"40",",,W","25",",,W",,,"  130",",,W","  140",",,W","25.9",",,W","32.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-25","7.38",",,W"," 0143",",,W","0.26",",,W",,,,,,,,,"40",",,W","35",",,W",,,"  150",",,W","  150",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-26","9.17",",,W"," 1842",",,W","0.22",",,W",,,,,,,,,"42",",,W","36",",,W",,,"  100",",,W","  140",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-27","11.18",",,W"," 1346",",,W","0.03",",,W",,,,,,,,,"42",",,W","27",",,W",,,"  260",",,W","  260",",,W","25.1",",,W","32.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-28","2.91",",,W"," 0025",",,W","0.00",",,W",,,,,,,,,"33",",,W","19",",,W",,,"  260",",,W","  260",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-29","7.16",",,W"," 1039",",,W","0.00",",,W",,,,,,,,,"33",",,W","19",",,W",,,"  100",",,W","  100",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-30","2.68",",,W"," 1430",",,W","0.00",",,W",,,,,,,,,"38",",,W","24",",,W",,,"  290",",,W","  290",",,W","12.1",",,W","13.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2006-12-31","2.24",",,W"," 0259",",,W","0.00",",,W",,,,,,,,,"29",",,W","25",",,W",,,"  280",",,W","  280",",,W","8.1",",,W","10.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-01","9.84",",,W"," 1542",",,W","0.00","T,,W",,,,,,,,,"38",",,W","25",",,W",,,"  110",",,W","  100",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-02","17.22",",,W"," 2014",",,W","0.48",",,W",,,,,,,,,"47",",,W","37",",,W",,,"  240",",,W","  260",",,W","33.1",",,W","44.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-03","13.20",",,W"," 1639",",,W","0.80",",,W",,,,,,,,,"43",",,W","37",",,W",,,"  250",",,W","  250",",,W","28.0",",,W","33.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-04","12.53",",,W"," 0250",",,W","0.32",",,W",,,,,,,,,"38",",,W","26",",,W",,,"  240",",,W","  250",",,W","25.1",",,W","32.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-05","12.75",",,W"," 0058",",,W","0.08",",,W",,,,,,,,,"37",",,W","21",",,W",,,"  250",",,W","  240",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-06","19.01",",,W"," 0305",",,W","0.07",",,W",,,,,,,,,"39",",,W","25",",,W",,,"  250",",,W","  250",",,W","40.9",",,W","55.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-07","19.01",",,W"," 1951",",,W","0.06",",,W",,,,,,,,,"44",",,W","24",",,W",,,"  240",",,W","  230",",,W","32.0",",,W","40.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-08","8.05",",,W"," 0003",",,W","0.00",",,W",,,,,,,,,"43",",,W","35",",,W",,,"  250",",,W","  250",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-09","12.30",",,W"," 2150",",,W","0.06",",,W",,,,,,,,,"50",",,W","32",",,W",,,"  180",",,W","  270",",,W","25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-10","7.83",",,W"," 0323",",,W","0.11",",,W",,,,,,,,,"32",",,W","18",",,W",,,"  280",",,W","  280",",,W","19.9",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-11","5.59",",,W"," 0652",",,W","0.04",",,W",,,,,,,,,"24",",,W","-6",",,W",,,"   90",",,W","  120",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-12","1.12",",,W"," 0903",",,W","0.00",",,W",,,,,,,,,"13",",,W","-7",",,W",,,"   40",",,W","   40",",,W","10.1",",,W","12.1",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-13","5.59",",,W"," 0954",",,W","0.00","T,,W",,,,,,,,,"14",",,W","1",",,W",,,"  110",",,W","  110",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-14","0.45",",,W"," 1002",",,W","0.00","T,,W",,,,,,,,,"13",",,W","-6",",,W",,,"   80",",,W","   70",",,W","6.0",",,W","6.9",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-15","10.74",",,W"," 1054",",,W","0.00",",,W",,,,,,,,,"21",",,W","-5",",,W",,,"  100",",,W","  100",",,W","17.0",",,W","21.0",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-16","9.17",",,W"," 0744",",,W","0.00","T,,W",,,,,,,,,"26",",,W","12",",,W",,,"  100",",,W","   90",",,W","23.0",",,W","25.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-17","2.91",",,W"," 2341",",,W","0.14",",,W",,,,,,,,,"28",",,W","18",",,W",,,"  100",",,W","  100",",,W","10.1",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-18","12.75",",,W"," 2355",",,W","0.02",",,W",,,,,,,,,"29",",,W","20",",,W",,,"  100",",,W","  100",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-19","14.54",",,W"," 0851",",,W","0.06",",,W",,,,,,,,,"35",",,W","29",",,W",,,"  110",",,W","  110",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-20","11.63",",,W"," 1601",",,W","0.05",",,W",,,,,,,,,"35",",,W","9",",,W",,,"  270",",,W","  280",",,W","17.0",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-21","5.82",",,W"," 2136",",,W","0.00",",,W",,,,,,,,,"32",",,W","10",",,W",,,"  100",",,W","  110",",,W","14.1",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-22","10.51",",,W"," 0815",",,W","0.00","T,,W",,,,,,,,,"36",",,W","32",",,W",,,"  100",",,W","  100",",,W","19.9",",,W","21.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-23","10.51",",,W"," 0919",",,W","0.00",",,W",,,,,,,,,"41",",,W","31",",,W",,,"  130",",,W","  130",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-24","14.54",",,W"," 1043",",,W","0.00",",,W",,,,,,,,,"42",",,W","33",",,W",,,"  100",",,W","  100",",,W","23.0",",,W","25.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-25","5.59",",,W"," 0014",",,W","0.00",",,W",,,,,,,,,"43",",,W","27",",,W",,,"  100",",,W","  100",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-26","2.46",",,W"," 1024",",,W","0.00","T,,W",,,,,,,,,"31",",,W","21",",,W",,,"  310",",,W","  310",",,W","10.1",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-27","2.01",",,W"," 0431",",,W","0.00",",,W",,,,,,,,,"30",",,W","23",",,W",,,"  330",",,W","  100",",,W","6.9",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-28","2.46",",,W"," 0830",",,W","0.00",",,W",,,,,,,,,"28",",,W","23",",,W",,,"   90",",,W","  100",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-29","3.80",",,W"," 2018",",,W","0.01",",,W",,,,,,,,,"28",",,W","23",",,W",,,"   10",",,W","  360",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-30","5.59",",,W"," 0227",",,W","0.00","T,,W",,,,,,,,,"26",",,W","23",",,W",,,"  280",",,W","  300",",,W","10.1",",,W","13.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-01-31","5.14",",,W"," 1611",",,W","0.00","T,,W",,,,,,,,,"26",",,W","21",",,W",,,"  290",",,W","  280",",,W","8.9",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-01","4.25",",,W"," 0551",",,W","0.00","T,,W",,,,,,,,,"24",",,W","21",",,W",,,"  230",",,W","  290",",,W","8.9",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-02","6.71",",,W"," 1248",",,W","0.00",",,W",,,,,,,,,"31",",,W","22",",,W",,,"  100",",,W","  100",",,W","14.1",",,W","17.0",",,W",,,,,,,,,"    1",",,W"
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-03","5.59",",,W"," 2302",",,W","0.15",",,W",,,,,,,,,"37",",,W","22",",,W",,,"  100",",,W","  100",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-04","8.50",",,W"," 0835",",,W","0.02",",,W",,,,,,,,,"42",",,W","32",",,W",,,"  100",",,W","  100",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-05","5.82",",,W"," 0641",",,W","0.00",",,W",,,,,,,,,"48",",,W","39",",,W",,,"   80",",,W","   90",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-06","5.14",",,W"," 0802",",,W","0.00",",,W",,,,,,,,,"48",",,W","27",",,W",,,"  100",",,W","  100",",,W","15.0",",,W","17.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-07","6.93",",,W"," 1043",",,W","0.00","T,,W",,,,,,,,,"49",",,W","29",",,W",,,"  100",",,W","  100",",,W","18.1",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-08","6.71",",,W"," 2200",",,W","0.04",",,W",,,,,,,,,"42",",,W","31",",,W",,,"  110",",,W","  110",",,W","15.0",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-09","7.83",",,W"," 0327",",,W","0.16",",,W",,,,,,,,,"40",",,W","35",",,W",,,"  100",",,W","   90",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-10","12.30",",,W"," 1401",",,W","0.00","T,,W",,,,,,,,,"45",",,W","33",",,W",,,"  100",",,W","   90",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-11","7.38",",,W"," 1630",",,W","0.12",",,W",,,,,,,,,"43",",,W","36",",,W",,,"   90",",,W","  270",",,W","14.1",",,W","17.0",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-12","3.36",",,W"," 0028",",,W","0.00",",,W",,,,,,,,,"46",",,W","33",",,W",,,"  250",",,W","  240",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-13","3.13",",,W"," 1317",",,W","0.00","T,,W",,,,,,,,,"40",",,W","31",",,W",,,"  260",",,W","  260",",,W","8.1",",,W","10.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-14","4.47",",,W"," 1247",",,W","0.13",",,W",,,,,,,,,"45",",,W","34",",,W",,,"  240",",,W","  250",",,W","15.0",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-15","15.88",",,W"," 1719",",,W","0.29",",,W",,,,,,,,,"50",",,W","37",",,W",,,"  240",",,W","  250",",,W","38.9",",,W","48.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-16","12.30",",,W"," 0928",",,W","0.00",",,W",,,,,,,,,"50",",,W","37",",,W",,,"  260",",,W","  270",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-17","8.05",",,W"," 1326",",,W","0.00","T,,W",,,,,,,,,"57",",,W","38",",,W",,,"  140",",,W","  140",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-18","16.55",",,W"," 1629",",,W","0.10",",,W",,,,,,,,,"48",",,W","33",",,W",,,"  250",",,W","  270",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-19","10.51",",,W"," 2238",",,W","0.33",",,W",,,,,,,,,"44",",,W","30",",,W",,,"  240",",,W","  240",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-20","19.01",",,W"," 1558",",,W","0.11",",,W",,,,,,,,,"44",",,W","32",",,W",,,"  250",",,W","  250",",,W","33.1",",,W","42.9",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-21","6.49",",,W"," 2344",",,W","0.00",",,W",,,,,,,,,"40",",,W","27",",,W",,,"   90",",,W","  100",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-22","11.86",",,W"," 0147",",,W","0.19",",,W",,,,,,,,,"42",",,W","30",",,W",,,"  100",",,W","  100",",,W","21.9",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-23","9.40",",,W"," 1619",",,W","0.00","T,,W",,,,,,,,,"36",",,W","26",",,W",,,"  250",",,W","  240",",,W","23.0",",,W","29.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-24","12.75",",,W"," 1315",",,W","0.02",",,W",,,,,,,,,"37",",,W","24",",,W",,,"  130",",,W","  130",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-25","8.72",",,W"," 0455",",,W","0.08",",,W",,,,,,,,,"42",",,W","32",",,W",,,"  100",",,W","  100",",,W","16.1",",,W","18.1",",,W","    1",",,W",,,,,,,,
"USW00094129","PULLMAN MOSCOW REGIONAL AIRPORT, WA US","46.74389","-117.10861","777.5","2007-02-26","7.38",",,W"," 1327",",,W","0.00","T,,W",,,,,,,,,"40",",,W","31",",,W",,,"  180",",,W","  180",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,
